"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENST00000556603.6",61.0246314913331,19.0616665211477,3.0209714313684,6.3097804643963,2.79431554186999e-10,2.07863091396374e-07
"ENST00000677432.1",33.7519876484224,-23.9522137007955,2.98563743344813,-8.02247902992459,1.03632095538075e-15,1.91959829019245e-12
"ENST00000649815.2",118.347246149461,-25.5574353746612,2.98375067279614,-8.56553987827364,1.07570627288367e-17,5.92144032034275e-14
"ENST00000381885.5",108.728844384212,6.61639723022408,1.55267235170572,4.26129648212998,2.03244389247338e-05,0.0121608629292372
"ENST00000594047.2",104.151417503304,6.68589938599207,1.57976875035441,4.23220131711817,2.31415124353974e-05,0.0135518173939502
"ENST00000563863.5",44.005845635369,-1.28800681925378,0.313217729970994,-4.11217723649635,3.91945212835489e-05,0.0217933415464194
"ENST00000642936.1",146.93569521155,-25.9221516583706,2.98375124886543,-8.68777236984063,3.69615454875564e-18,4.06924438890703e-14
"ENST00000440970.6",27.0940878107238,22.4159257428267,3.01178481451562,7.44273815140801,9.86194478465034e-14,8.89951597640405e-11
"ENST00000698510.1",4.31009757643244,-3.29139828947795,0.723417929102454,-4.54978810597298,5.36999633142146e-06,0.00328446875617508
"ENST00000393539.6",103.834939420862,-1.32170355198865,0.337976356130425,-3.91063909653671,9.20522304055226e-05,0.0460654466102982
"ENST00000574563.5",86.6578587064377,-25.0790450465203,2.98382329809964,-8.40500342714423,4.27849102701072e-17,1.81167765818353e-13
"ENST00000380920.8",13.0635947305703,-6.3265745587074,1.59094951475243,-3.97660296574017,6.99067373122979e-05,0.0366491063698101
"ENST00000581348.5",15.149108508287,-22.5509233453481,3.0219846193143,-7.46228925230765,8.50319566204614e-14,7.93348155268905e-11
"ENST00000678792.1",33.3867708508078,-23.6003520281179,3.02177888952623,-7.81008567831317,5.71491233098678e-15,8.2786520811534e-12
"ENST00000336057.9",62.6922079540263,-24.5835284910288,2.95308581287928,-8.32469154259342,8.4548612954629e-17,2.73773382194909e-13
"ENST00000706399.1",45.3075607526069,18.8424743847173,3.0209981056208,6.23716855355167,4.45561830055219e-10,3.22721606040127e-07
"ENST00000706640.1",9.75549030062422,-21.9453465966698,3.0221927050464,-7.26139883801118,3.83107472766127e-13,3.10131133137603e-10
"ENST00000583590.5",78.9947782952241,-24.7653692485711,3.02168018825529,-8.19589357762926,2.48738337099318e-16,5.95317358361137e-13
"ENST00000591198.5",23.3002041172644,-23.1371079645149,3.0218529475118,-7.65659625613685,1.90925667200309e-14,2.2847576526903e-11
"ENST00000581196.6",17.6448573149594,-22.8987124762923,2.98485250341919,-7.67163953664763,1.69811609333421e-14,2.12445901340383e-11
"ENST00000697040.1",97.1867611786493,-25.2225766151341,2.9838099725677,-8.45314441838563,2.83560577601823e-17,1.30076325960396e-13
"ENST00000398870.7",77.8289239226519,19.2314271274369,3.02095482834064,6.36600949707031,1.94009424840681e-10,1.46296394646643e-07
"ENST00000409472.6",14.8958192131079,-5.53598524710102,1.37086407159527,-4.03831813949199,5.38358071340737e-05,0.0284951891856669
"ENST00000345016.9",55.8780717557357,24.8941763111444,3.01166681224066,8.26591315146955,1.38629452945399e-16,4.01638710330809e-13
"ENST00000452733.7",129.499476244844,-25.6188942700376,2.9837529640006,-8.58613115064592,8.99469845523803e-18,5.50145739850542e-14
"ENST00000619895.5",6.47557148970463,-6.05763657655603,1.28083260758378,-4.72945218656122,2.2512646445422e-06,0.00145794546927193
"ENST00000312547.7",148.510795583303,-1.68049210781311,0.374603589274166,-4.48605447446257,7.25541986371946e-06,0.00438889117844138
"ENST00000683349.1",12.7170950253646,-22.3330807978724,3.02205682976354,-7.39002674533419,1.46799282759116e-13,1.28267620921287e-10
"ENST00000393805.6",54.5933772741691,-4.20921667507362,0.915331748656228,-4.59856951455365,4.25401774247209e-06,0.00269161970884898
"ENST00000455322.7",627.959308143226,2.84684642853985,0.689263825635689,4.1302710553746,3.62335773615616e-05,0.0203525482961416
"ENST00000539609.7",22.7313908713327,-23.3033176296053,2.85962793699885,-8.14907328610795,3.66723667461121e-16,8.34634675587594e-13
"ENST00000303660.8",22.1433031395632,-22.6856898510824,2.98450203725861,-7.60116413655396,2.93478591317864e-14,3.29696245230091e-11
"ENST00000303395.9",22.9428865847148,-7.64271107816647,1.96443444353649,-3.89054015180451,0.000100021324122053,0.0491595877584523
"ENST00000604458.1",33.2638368890898,-23.8497334218343,2.87616559896469,-8.2921975808414,1.11175054987337e-16,3.39991847327108e-13
"ENST00000432072.6",68.6120705518378,-24.8887636109355,2.98391587682437,-8.34097361934457,7.36813336633751e-17,2.70395758277854e-13
"ENST00000421182.5",21.0508003146655,-7.03140777638719,1.22024675625211,-5.76228352205059,8.29834438971828e-09,5.70998704526028e-06
"ENST00000341329.7",33.1567729958682,23.2683736547395,2.97456181368825,7.82245423432243,5.18032906896601e-15,7.70706957457762e-12
"ENST00000681551.1",9.56189760333172,-21.8982945888492,3.02220490317107,-7.24580076151433,4.29891672052279e-13,3.42960099586403e-10
"ENST00000458360.6",11.2158969225042,-22.3996267180095,2.98556223959063,-7.50264939078303,6.25406725735876e-14,6.25941164210595e-11
"ENST00000492275.6",883.682100163413,2.34656406971858,0.597162374310409,3.92952431477008,8.51140702168274e-05,0.0429841671855569
"ENST00000626352.2",17.9426783989516,22.8103022308773,3.01190177521306,7.57338848783133,3.63612840574398e-14,3.92466588923507e-11
"ENST00000402284.7",16.3243060911569,-22.6456737880911,3.02195763837434,-7.49370987221163,6.69536361625818e-14,6.46595931551165e-11
"ENST00000407585.5",64.7572833570305,-4.76083100088359,1.11828474377381,-4.25726187126322,2.0694589964019e-05,0.0122491945564447
"ENST00000676712.2",14.2631674298141,5.01522230251351,1.26528408792873,3.96371245822227,7.37931291926932e-05,0.0379634615202821
"ENST00000687731.2",1.93657462085868,-4.26754563161737,0.897898356182301,-4.75281595320231,2.00602940530196e-06,0.00133043253823683
"ENST00000463280.5",22.4513353937226,-23.2676795618596,2.98448761733092,-7.79620576300744,6.37963307284044e-15,9.00395923242111e-12
"ENST00000690651.1",43.6012691865587,-24.235518128602,2.98406382447874,-8.12164871602083,4.59892837943055e-16,9.73681578855821e-13
"ENST00000469350.6",14.6295663067178,-22.6951976565411,2.9849631776583,-7.60317508316652,2.88952138457016e-14,3.29696245230091e-11
"ENST00000420410.6",109.361070675615,24.5945037242808,2.99345189822731,8.21610119703125,2.1022607642751e-16,5.26014310413869e-13
"ENST00000676470.1",35.2550663060888,-23.6826156263634,3.01611160334015,-7.852035581222,4.09338314818124e-15,6.30611562843249e-12
"ENST00000641911.1",38.5161099849009,-23.9374861605889,2.98423329821963,-8.02131863312086,1.04615962188263e-15,1.91959829019245e-12
"ENST00000512215.5",51.8628792086989,-24.3057096204192,2.98409993733082,-8.14507225993238,3.79055477858736e-16,8.34634675587594e-13
"ENST00000421836.6",157.516927672688,-5.31760452949813,1.12332823394685,-4.73379406730885,2.20361310665573e-06,0.00144407488907236
"ENST00000504273.5",94.2713789399366,10.309566886713,2.60567581869594,3.95658078903791,7.60301829554077e-05,0.038752161862466
"ENST00000512629.5",17.223243187942,22.7221514585257,3.01191598256615,7.54408542271705,4.55472528396044e-14,4.64303634641056e-11
"ENST00000505554.5",58.6293524977665,-5.37129354086056,1.32019621035219,-4.06855700595267,4.73051882984863e-05,0.0260171958138518
"ENST00000510496.5",20.8107453752533,-23.0111759449222,3.02188217002022,-7.61484884262321,2.64000239706145e-14,3.09200450959663e-11
"ENST00000667069.1",13.0439078516831,-22.3777163061804,3.02204559267345,-7.40482418942728,1.3132433350848e-13,1.16596944945828e-10
"ENST00000698457.1",30.4390142745936,4.96661385079204,1.22451745027341,4.0559763763947,4.99253056657236e-05,0.0269435127547165
"ENST00000346918.7",16.5686563810941,-22.657651014618,3.02195243409681,-7.49768618425982,6.49541776058493e-14,6.38487966905212e-11
"ENST00000448073.8",24.5244736050558,-23.1640030769538,3.02184072489568,-7.66552746679043,1.78097746144377e-14,2.17861036266878e-11
"ENST00000354179.9",73.0460309516231,-24.6874611699109,3.00077266403817,-8.2270348119903,1.91904700124332e-16,5.03037048940196e-13
"ENST00000356509.7",10.885477307018,-5.59381012557695,0.982620701565454,-5.6927460582351,1.25012249572369e-08,8.49573987927186e-06
"ENST00000307114.11",28.0671920956529,-4.70494665570501,1.11844393521132,-4.20668976564843,2.59138492168616e-05,0.014859163102506
"ENST00000678703.1",3866.21215896081,-30,2.98358745074963,-10.0550094459147,8.73130611056585e-24,4.80632207468318e-19
"ENST00000369694.7",192.474816947626,26.0025558488134,3.01158796375582,8.63416780839602,5.91561055861947e-18,4.65195163457608e-14
"ENST00000676630.1",19.6203939500685,-22.9055228214211,3.02189863676292,-7.5798448507716,3.45968432820379e-14,3.80890486429268e-11
"ENST00000690622.1",63.1204472346568,-5.77159545680729,0.928792553172726,-6.21408455213353,5.16247260835222e-10,3.69063155418136e-07
"ENST00000675831.1",18.6448512553016,-22.8013128775467,3.02191406993289,-7.54532139229662,4.51173455435411e-14,4.64303634641056e-11
"ENST00000368210.7",25.477239284297,22.9442260425223,2.97490127269737,7.71260083589885,1.23279203166119e-14,1.61575007063937e-11
"ENST00000544910.5",158.564708036593,-7.6945622082398,1.1903121399774,-6.46432305427541,1.01753283833193e-10,7.77946252106356e-08
"ENST00000440225.6",13.281190571689,-6.89355508217632,1.69522990725865,-4.06644258260159,4.77362395262055e-05,0.0260171958138518
"ENST00000655324.1",20.2710959123407,-23.2587439619854,2.98491680262299,-7.7920912038643,6.59091293001643e-15,9.00395923242111e-12
"ENST00000701338.1",10.6840315707596,-22.0754358957462,3.02214221493118,-7.3045655451555,2.78164048303771e-13,2.32001460105723e-10
"ENST00000676237.1",14.8353062052242,-22.5172738687254,3.02199256250531,-7.4511347738255,9.25407656727163e-14,8.49015254664336e-11
"ENST00000703996.1",37.7348494891205,23.7199384911896,2.97462794659767,7.97408580737635,1.53512860604259e-15,2.56073407202504e-12
"ENST00000372739.7",754.373949321568,11.8990299148663,2.59929973766255,4.57778290916408,4.69930005765848e-06,0.00290654348622389
"ENST00000604351.5",30.2087060441808,18.5711549138121,3.02104982881685,6.14725210311583,7.88367742897581e-10,5.49332647383331e-07
"ENST00000217961.5",47.4293729255976,-24.0937552457744,2.74985206007665,-8.76183689863764,1.92094081263244e-18,2.64355072282444e-14
"ENST00000409170.3",33.3798245171989,23.6454779690838,3.01174165217084,7.8510977035631,4.12411507663578e-15,6.30611562843249e-12
"ENST00000372384.6",23.7395760467947,-23.5339951580098,3.02109142384889,-7.7898983699167,6.70631148889613e-15,9.00395923242111e-12
"ENST00000406696.5",121.44864635936,-25.6858317570645,2.98378841100755,-8.60846287300615,7.40467322300904e-18,5.09506308633723e-14
